"","DIRECTORIO_MZ","DIRECTORIO_PRED","DIRECTORIO_HOG","DIRECTORIO_PER","A3","A4","A5","A6x2","A6x3","A7","A8","A9","A101","Ax102","Bx102","Cx102","Dx102","Ex102","Fx102","Gx102","Ax103","Bx103","Cx103","Dx103","Ex103","Fx103","Gx103","Hx103","Ix103","Jx103","Kx103","Lx103","Ax104","Bx104","Ax105","Bx105","Cx105","Ax201","Bx201","Cx201","Dx201","Ex201","Fx201","Gx201","Hx201","Ix201","Jx201","Ax202","Ax301","Bx301","Cx301","Dx301","Ex301","Fx301","C302","C303","Ax401","Ax402","Bx402","Cx402","Ex402","Fx402","Gx402","Hx402","Ix402","Jx402","Ax403","Bx403","Cx403","Ex403","Fx403","Gx403","Hx403","Ix403","Jx403","Ax404_2","Ax404_3","Ax404_4","Ax404_6","Bx404_2","Bx404_3","Bx404_4","Bx404_6","Cx404_2","Cx404_3","Cx404_4","Cx404_6","Dx404_1","Dx404_2","Dx404_3","Dx404_4","Dx404_5","Dx404_6","Ex404_2","Ex404_3","Ex404_4","Ex404_5","Ex404_6","Fx404_2","Fx404_3","Fx404_4","Fx404_5","Fx404_6","Gx404_1","Gx404_2","Gx404_3","Gx404_4","Gx404_5","Gx404_6","Hx404_2","Hx404_3","Hx404_4","Hx404_5","Hx404_6","Ix404_1","Ix404_2","Ix404_3","Ix404_4","Ix404_5","Ix404_6","Jx404_1","Jx404_2","Jx404_3","Jx404_4","Jx404_5","Jx404_6","Kx404_1","Kx404_2","Kx404_3","Kx404_4","Kx404_5","Kx404_6","Lx404_1","Lx404_2","Lx404_3","Lx404_4","Lx404_5","Lx404_6","Mx404_1","Mx404_2","Mx404_3","Mx404_4","Mx404_5","Mx404_6","Nx404_1","Nx404_2","Nx404_3","Nx404_4","Nx404_5","Nx404_6","Ox404_1","Ox404_2","Ox404_3","Ox404_4","Ox404_5","Ox404_6","F405","G406","Ax408","Cx408","Ex408","Ax501","Ax501xOtro","Ax502","Ax503","Bx503","Cx503","Dx503","Ex503","Fx503","Gx503","Hx503","Ix503","Jx503","Ax601","Ax602","Bx602","Cx602","Dx602","Ex602","Fx602","Gx602","Ax603","Bx603","Cx603","Dx603","Ex603","Ax604","Bx604","Cx604","Dx604","Ax701","Bx704","Cx704","Dx704","Ex704","Gx704","Hx704","Ax801_1","Ax801_2","Ax801_3","Ax801_4","Ax801_5","Ax801_6","Ax801_7","Ax801_8","Ax801_9","Ax801_10","Ax801xOtro","Ax802_1","Ax802_2","Ax802_3","Ax802_4","Ax802_5","Ax802_6","Ax802_7","Ax802_8","Ax802_9","Ax802_10","Ax802xOtro","C1","D1","E1","E1x1","G1","H1","periodo","SECTOR","Cod_Locali","Nom_Locali","Cod_UPL","Nom_UPL","ind_salud_101","ind_salud_102","ind_distribuciontareas_202","IASS_A","IASS_B","IASS_C","IASS_D","IASS_E","IASS_F","ISA","IPAM_A","IPAM_B","IPAV","IPCE","IPS_dia","IPS_noche","IPSJ_A","IPSJ_C","IPSJ_E","IPPTB_A","IPPTB_B","IPPTB_C","IPPTB_D","IPPEB_E","IPPEB_F","IPPEB_G","IPPEB_H","IPPEB_I","IPPEB_J","IPMIV_A","IPMIV_B","IPMIV_C","IPMIV_D","IPMIV_E","IPMIV_F","IPMIV_G","IPOI_A","IPOI_B","IPOI_C","IPOI_D","IPOI_E","IPA_A","IPA_B","IPA_C","IPA_D","ICG_B","ICG_C","ICG_D","ICG_E","ICG_G","ICG_H","sexo_jefe","fexp_calp_anu","fexp_calh_anu"
"3137","202504047","202504047007","20250404700701","2025040470070101",4,1,3,2,24,2,1,4,3,1,0,1,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,4,1,4,4,1,3,1,2,8,3,3,3,8,8,NA,4,1,2,1,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,4,4,1,NA,2,4,4,4,5,4,4,3,3,4,4,1,4,4,3,3,3,3,4,4,4,4,3,4,4,2,2,4,2,3,4,2,4,3,5,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,1,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,3,1,2,1,3,3,4,3,4,4,4,1,4,4,2,4,4,4,4,4,5,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,2,2,4,3,4,2,4,3,5,1,682.469725916549,190.419922410595
"3138","202504047","202504047008","20250404700801","2025040470080103",3,0,3,0,60,2,1,4,4,1,0,1,0,0,0,0,2,2,1,1,2,2,1,2,2,2,2,2,2,2,5,2,1,2,1,2,8,2,2,1,NA,NA,8,4,1,4,3,2,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,1,4,NA,3,2,4,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,3,2,2,2,3,2,2,2,1,4,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,NA,2,1,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,3,1,4,3,2,2,4,3,5,2,2,2,2,1,2,2,1,2,4,2,2,2,2,2,2,2,1,4,2,2,2,2,2,3,2,2,2,3,2,2,2,1,4,1,2,2,2,2,2,2,341.234862958275,190.419922410595
"3139","202504048","202504048001","20250404800101","2025040480010101",1,0,1,0,49,1,1,4,4,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,4,3,5,3,1,1,1,1,8,1,1,1,NA,NA,NA,2,2,3,4,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4,4,1,2,4,2,NA,1,5,4,4,4,4,2,4,2,2,3,1,4,4,4,4,3,2,4,2,2,2,4,4,2,4,2,3,1,3,4,4,4,4,5,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,NA,5,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,1,2,3,4,4,4,2,2,5,3,4,3,4,4,1,2,4,5,4,4,4,4,2,4,2,2,3,4,4,4,4,3,2,4,2,2,2,4,4,2,4,2,3,3,4,4,4,4,5,2,170.617431479137,190.419922410595
"3140","202504048","202504048002","20250404800201","2025040480020101",3,0,3,0,42,2,1,4,3,0,0,0,0,0,1,1,1,2,2,2,2,2,1,2,1,2,1,2,4,3,5,2,1,2,1,2,8,5,3,3,NA,NA,8,2,2,4,3,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,2,99,4,NA,3,4,4,4,5,5,4,2,2,2,3,1,4,3,3,4,4,3,2,3,99,4,2,99,4,3,2,4,2,4,4,3,3,99,5,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,1,2,NA,5,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,1,2,4,3,4,3,3,3,5,2,4,3,4,2,2,2,NA,4,4,4,5,5,4,2,2,2,3,4,3,3,4,4,3,2,3,NA,4,2,NA,4,3,2,4,4,4,3,3,NA,5,1,682.469725916549,190.419922410595
"3141","202504048","202504048003","20250404800301","2025040480030102",4,0,4,1,52,2,2,3,4,0,1,0,0,1,1,0,1,2,1,1,1,1,1,1,1,2,1,2,3,2,5,2,1,2,6,2,2,2,2,2,NA,NA,8,4,4,4,1,4,3,4,3,2,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,2,99,4,NA,2,4,4,4,5,4,2,4,4,5,4,1,5,4,1,1,1,1,3,2,2,2,2,4,2,2,1,2,2,4,2,3,4,4,5,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,4,2,2,NA,2,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,3,4,4,1,4,3,4,3,5,2,3,2,4,2,2,2,NA,4,4,4,5,4,2,4,4,5,4,5,4,1,1,1,1,3,2,2,2,2,4,2,2,1,2,4,2,3,4,4,5,1,426.543578697843,190.419922410595
"3142","202504049","202504049001","20250404900101","2025040490010101",1,0,1,0,65,1,2,3,5,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,1,1,8,1,1,1,1,1,NA,NA,8,2,1,3,2,4,99,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,3,3,1,1,NA,3,4,4,4,3,4,4,3,3,4,4,1,4,4,4,4,2,2,2,4,4,2,2,4,3,4,2,2,1,4,2,2,4,2,5,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,5,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,1,1,3,2,4,NA,4,3,5,2,4,4,4,4,3,3,1,4,4,4,3,4,4,3,3,4,4,4,4,4,4,2,2,2,4,4,2,2,4,3,4,2,2,4,2,2,4,2,5,1,156.120525536466,174.240451878976
"3143","202504049","202504049002","20250404900201","2025040490020102",2,0,2,0,60,2,2,3,4,0,0,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,4,2,4,2,1,5,6,5,8,4,4,4,NA,NA,NA,2,1,99,3,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,4,NA,2,4,4,99,5,99,4,3,2,2,2,1,3,4,3,2,2,1,1,2,4,2,3,4,2,3,2,2,1,2,2,2,2,2,5,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,2,2,2,NA,4,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,1,1,NA,3,4,3,3,3,4,2,4,2,2,2,2,2,2,4,4,NA,5,NA,4,3,2,2,2,3,4,3,2,2,1,1,2,4,2,3,4,2,3,2,2,2,2,2,2,2,5,2,234.180788304698,174.240451878976
"3144","202504049","202504049003","20250404900301","2025040490030101",3,2,1,0,26,2,2,1,3,0,0,0,1,0,2,0,2,2,1,1,2,2,2,2,2,2,1,2,3,2,5,4,1,1,8,1,1,1,1,1,6,6,NA,2,4,4,3,99,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,1,2,2,1,NA,2,4,4,2,5,4,4,4,99,2,4,6,4,4,4,2,2,2,1,2,2,2,3,1,4,4,4,4,1,4,3,4,2,4,3,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,NA,1,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,1,4,4,3,NA,4,4,3,5,4,3,2,5,5,1,2,2,4,4,2,5,4,4,4,NA,2,4,4,4,4,2,2,2,1,2,2,2,3,1,4,4,4,4,4,3,4,2,4,3,2,156.120525536466,174.240451878976
"3145","202504049","202504049004","20250404900401","2025040490040103",3,0,3,7,58,2,2,3,4,1,0,1,1,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,4,5,1,4,8,4,1,1,NA,NA,8,2,3,4,3,4,99,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,4,2,4,2,4,NA,1,4,4,4,5,4,2,3,3,2,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,1,1,2,NA,1,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,1,3,4,3,4,NA,4,3,5,2,2,2,4,4,2,4,2,4,4,4,5,4,2,3,3,2,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,390.301313841164,174.240451878976
"3146","202504049","202504049005","20250404900501","2025040490050103",3,0,3,0,79,2,2,3,4,0,0,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,2,1,2,2,2,2,1,NA,NA,8,2,1,3,2,4,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,3,2,1,NA,3,2,2,4,5,4,4,2,2,3,4,1,4,4,4,2,4,3,1,2,4,2,4,4,2,2,4,2,1,2,2,2,4,4,4,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,1,1,NA,2,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,1,1,3,2,4,3,4,3,4,4,2,3,4,2,2,3,2,2,2,4,5,4,4,2,2,3,4,4,4,4,2,4,3,1,2,4,2,4,4,2,2,4,2,2,2,2,4,4,4,1,468.361576609397,174.240451878976
"3147","202504049","202504049006","20250404900601","2025040490060101",2,1,1,0,23,2,1,4,4,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,1,2,1,2,3,2,5,3,4,1,1,1,8,1,7,1,1,8,NA,4,5,4,3,3,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2,4,4,3,2,NA,2,4,4,3,5,4,4,3,2,2,4,9,5,5,3,4,4,1,2,4,4,4,2,4,4,2,4,4,6,4,4,4,4,2,5,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,4,2,2,NA,3,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,3,5,4,3,3,4,4,3,5,3,3,2,4,2,4,4,3,4,4,3,5,4,4,3,2,2,4,5,5,3,4,4,1,2,4,4,4,2,4,4,2,4,4,4,4,4,4,2,5,2,156.120525536466,174.240451878976
"3148","202504049","202504049007","20250404900701","2025040490070102",4,2,2,1,40,2,2,3,3,1,1,1,0,0,1,0,2,1,2,1,2,1,1,2,2,2,1,2,1,1,5,1,4,2,1,2,8,2,3,3,3,2,NA,4,3,4,3,3,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,3,2,2,2,1,NA,3,4,2,4,5,2,2,4,3,3,2,7,4,4,1,1,1,1,1,4,4,1,2,2,1,1,1,4,1,4,2,2,3,4,4,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,6,2,2,NA,2,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,3,3,4,3,3,4,4,3,5,1,1,1,4,3,2,2,2,4,2,4,5,2,2,4,3,3,2,4,4,1,1,1,1,1,4,4,1,2,2,1,1,1,4,4,2,2,3,4,4,1,312.241051072931,174.240451878976
"3149","202504049","202504049008","20250404900801","2025040490080101",4,2,2,1,34,2,1,4,3,0,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,2,1,2,8,1,3,3,1,1,NA,2,2,4,4,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,2,2,1,NA,3,99,4,4,5,3,3,2,2,2,3,6,4,4,4,2,99,1,1,4,2,2,3,4,2,3,4,4,1,3,2,4,4,3,4,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,3,1,1,NA,2,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,1,2,4,4,3,3,3,3,4,2,2,3,4,4,2,2,2,NA,4,4,5,3,3,2,2,2,3,4,4,4,2,NA,1,1,4,2,2,3,4,2,3,4,4,3,2,4,4,3,4,2,312.241051072931,174.240451878976
"3150","202504049","202504049009","20250404900901","2025040490090105",5,0,5,2,40,2,1,4,4,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,1,5,6,5,5,5,5,2,NA,NA,8,4,4,3,3,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,4,2,1,1,4,NA,2,4,4,4,5,4,4,3,3,2,3,9,4,5,99,4,1,1,4,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,4,2,2,NA,1,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",1,0,3,4,3,3,4,4,3,3,4,2,4,1,4,4,2,1,1,4,4,4,5,4,4,3,3,2,3,4,5,NA,4,1,1,4,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,546.421839377629,174.240451878976
"3151","202504049","202504049010","20250404901001","2025040490100101",2,1,1,0,71,2,2,3,3,0,1,1,0,0,1,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,5,2,1,1,6,1,1,1,1,1,8,8,8,4,3,4,4,4,99,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,2,2,4,NA,2,4,4,4,2,4,99,3,2,4,4,1,4,4,4,2,1,2,1,2,99,3,4,4,2,4,4,4,1,2,4,2,4,4,4,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"NO SE ENTERA",2,2,2,NA,6,2,202504,"Sector Occidente","09","FONTIBON","UPL12","Fontibón",0,0,3,3,4,4,4,NA,4,3,5,2,2,2,4,4,2,2,2,4,4,4,2,4,NA,3,2,4,4,4,4,4,2,1,2,1,2,NA,3,4,4,2,4,4,4,2,4,2,4,4,4,2,156.120525536466,174.240451878976
"3152","202504050","202504050001","20250405000101","2025040500010102",4,2,2,0,44,2,1,4,4,0,0,0,0,0,0,0,2,1,2,1,2,2,1,2,2,2,1,2,4,4,4,4,2,3,1,3,8,3,3,3,3,3,NA,2,4,4,1,3,2,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,4,2,1,NA,2,3,2,4,4,2,2,2,3,2,2,7,4,4,4,2,3,2,3,4,2,4,3,2,3,2,2,4,5,3,2,4,4,4,4,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,NA,6,1,1,NA,2,3,202504,"Sector Sur Occidente","08","KENNEDY","UPL13","Tintal",1,0,1,4,4,1,3,2,5,3,4,4,4,4,4,4,2,4,2,3,2,4,4,2,2,2,3,2,2,4,4,4,2,3,2,3,4,2,4,3,2,3,2,2,4,3,2,4,4,4,4,1,1001.44033883078,462.848338173605
"3153","202504050","202504050002","20250405000201","2025040500020101",2,0,2,0,78,2,2,3,4,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,1,2,4,4,4,3,2,1,6,1,8,1,1,1,NA,NA,4,2,5,4,2,4,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,5,4,4,4,NA,1,4,2,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2,2,4,2,4,4,3,3,4,2,4,9,4,4,2,4,5,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,2,2,NA,6,3,202504,"Sector Sur Occidente","08","KENNEDY","UPL13","Tintal",1,0,1,5,4,2,4,3,4,3,4,3,4,4,1,NA,5,4,4,4,2,4,4,4,4,3,2,4,4,4,4,4,4,4,2,2,4,2,4,4,3,3,4,2,4,4,4,2,4,5,4,2,1001.44033883078,462.848338173605
"3154","202504050","202504050003","20250405000301","2025040500030101",1,0,1,0,49,1,1,4,4,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,1,6,1,8,1,1,1,NA,NA,NA,3,4,4,4,4,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,4,2,1,NA,2,4,4,3,4,3,2,3,2,3,2,1,3,4,4,2,3,2,2,3,2,3,4,4,3,4,2,4,1,3,3,2,4,3,4,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,2,2,NA,5,3,202504,"Sector Sur Occidente","08","KENNEDY","UPL13","Tintal",1,0,2,4,4,4,4,3,4,3,4,4,4,4,1,3,2,4,2,4,4,3,4,3,2,3,2,3,2,3,4,4,2,3,2,2,3,2,3,4,4,3,4,2,4,3,3,2,4,3,4,2,500.720169415389,462.848338173605
